Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
1.307057369,-2.355362326,-1.47080157,-1.043470187,1.835902543,0.113930514,48,1
0.137097813,-3.035084729,-0.440600718,1.444977828,-3.824202947,0.85011358,1112,0
1.646001232,-3.027517619,0.250956223,0.965901296,-1.553907902,2.084908726,374,0
1.438906462,-1.219056994,-0.337509507,-0.394803416,-1.117118275,3.082653988,1197,1
-1.213074179,-0.24908012,-0.002478363,2.509596721,1.498529064,0.755573897,279,1
-2.030890826,-1.642489803,-0.557159577,0.481269904,1.198923061,-0.083993546,3969,0
-1.712198696,-2.529664978,-2.066911436,0.443358568,3.54650754,1.021727292,3959,0
0.104978369,-1.600940028,-0.787057496,2.34568665,2.323311417,0.530314357,3147,0
-1.051734165,-3.067908145,-2.904858823,-0.622345331,3.705094866,3.241975298,2450,0
-1.447494934,-1.136977946,-0.836801233,1.932464027,-1.512099553,0.801874172,3565,0
-3.010134336,1.548268357,-0.568293032,0.209247169,2.317043914,-1.242233911,1609,1
-0.591987065,-2.618652027,-1.073478951,1.114681034,-2.536374537,1.75475805,1142,0
-3.835874261,-0.838795598,1.412859983,2.251267651,-0.343720948,0.946562081,3086,0
-0.776404994,-0.116796706,-1.813091624,1.241549833,-0.577928389,1.3258787,2132,0
-3.202902826,-0.849827194,-1.106207159,0.473819325,-0.023440485,2.356287012,1106,0
0.695632239,-1.669059782,-1.442125181,2.189043678,-2.767055359,0.764050341,97,0
0.089707401,-2.249989911,-2.673620318,2.762214054,0.035969561,-0.903596811,1039,1
-2.229105842,-1.097255857,3.589921649,0.140221663,1.563118086,-0.161918178,945,1
-2.245482916,-0.047701365,0.250696269,0.771605049,2.243000186,-0.687586724,3757,0
-3.715530466,0.002641572,1.683646065,0.094039461,3.192435018,-1.013795897,3922,0
-2.454612376,-0.386469591,-1.073484764,0.914051503,1.925401868,2.438000463,2229,0
-1.162845918,-1.416945478,0.440112947,2.653944392,-0.095678282,-0.95044423,3704,0
-3.423662708,-1.835010061,0.79489908,-0.557657446,4.606234531,0.177582667,3848,0
1.74387082,1.632728712,-1.279297479,2.758798983,-2.420213906,-0.214932142,3278,1
-2.267533079,-0.995608169,2.254678222,-0.620752464,-0.772808023,1.336250891,255,1
4.420781942,-2.547671341,-1.756285833,0.901810165,-0.41284149,1.987165436,3055,1
0.132455297,-3.037876516,-2.464537418,1.619229919,0.300120344,2.110550784,1792,0
1.482288925,-0.107158332,-0.746690054,-0.561767309,2.996683488,-0.907478278,3377,1
0.019720454,-0.591226131,-1.739235973,0.001208279,0.695052559,-0.018453271,2870,0
0.263844265,-2.896271718,-0.157614476,-0.184619255,-2.848897253,0.40465954,1713,0
-0.820988945,0.934444962,-1.336150538,2.18383263,0.632514819,1.420930219,3442,1
0.031054092,0.563083299,0.380777887,1.308722315,0.317110162,0.435548896,1469,1
1.096306694,-2.511438246,-3.217207284,1.956905463,-1.502347429,2.892814192,703,0
-2.5046086,-3.10825316,-1.138621602,1.002183537,-2.206212956,1.81162049,1839,0
1.259488062,-0.557897892,-2.578773172,-0.488970287,2.581218915,-0.232605116,2338,0
-1.081714895,-0.128446068,0.092911562,2.23528499,-0.550942521,0.300268219,2449,0
-1.117420987,-1.379325233,-1.274428562,0.484136657,1.478881722,1.372509488,3109,0
-3.570020052,-1.557671942,0.397887599,0.287215334,4.264960529,1.046411866,3900,0
1.348563992,-2.629308349,0.688814575,4.579679142,3.793939947,0.178613673,322,1
-1.528953268,-2.205766019,2.315552145,1.345569372,3.644528254,-0.297462663,1491,1
1.460308911,1.892238181,-1.421187896,-0.421416349,0.514115397,0.231571255,3762,1
0.375263094,-1.445870732,-1.181046758,2.601463324,2.827291819,1.732763933,3044,1
1.187548188,-3.488738179,-0.024981539,1.056351322,2.167240994,-1.40784869,2793,1
-2.462903545,-0.56298005,-2.128611939,2.105099597,-3.970096582,0.642830033,219,0
0.192116931,1.363093766,-0.10482675,-1.511940374,-0.659624142,2.737156973,155,1
-3.807691336,0.218192462,1.47690846,-0.015662125,3.141111879,0.216348362,3702,0
-1.686955832,-2.204779193,0.521074661,0.700608712,-1.900296944,0.541469431,1402,0
-3.918492,-0.289518756,2.678073186,-1.298396226,0.766755063,0.360116105,1420,1
1.949866355,-0.78061046,-3.134467206,0.115946901,0.418511509,-1.729952765,2912,0
-1.875731895,-1.104573125,0.106934755,2.808359421,-2.198678855,1.81962532,2045,0
0.471148646,-1.879177608,-3.945108574,0.457821962,1.827044676,2.926514012,2082,0
0.008339314,-0.258309041,-0.589022384,2.216558601,2.347407105,-0.439727813,1943,1
-3.023822478,-0.847654554,-3.926479139,0.630642487,-3.392707898,4.042267742,574,0
0.60095618,-1.304680848,0.785337141,1.77135522,1.123839658,1.413786932,3403,1
1.360929382,-0.96968507,-2.874481807,0.905055776,-0.131909036,0.135906234,3054,0
-1.338021204,-0.414034255,-1.038987796,2.193987982,0.339238297,2.055288914,198,0
-0.348624748,1.836154471,-0.191222937,3.549381795,-0.850150689,-3.651885426,3081,0
-0.915869276,-2.117531246,-0.722324515,2.038503324,-1.550706333,2.45530978,1342,0
0.648402541,-0.597957787,-0.348551625,1.205653487,0.685866506,2.032251339,1424,1
2.21434852,-0.029326384,-1.643311119,3.375367909,-0.310931919,-0.733331668,2693,1
-2.165809285,-2.176449345,2.300174059,-0.551487323,-0.902726119,2.76263541,1325,1
0.892740511,-2.570260056,0.686402779,2.202009135,-0.332587693,-1.84103477,2933,1
-2.628903261,-2.051180555,-1.242758926,0.028318851,-0.47431424,1.340058514,3365,0
-0.125752474,0.024644668,0.003255809,1.456974463,-0.178901872,2.083774003,106,1
-0.784981331,-2.564694602,-2.836161957,1.629181923,-0.846003106,5.548138248,1400,0
0.268229651,-1.157147229,2.571969295,-0.329584616,-1.242081671,2.226250142,3682,1
-3.005490261,-0.487316731,2.24018426,-0.952809122,1.930097417,-0.252653951,1470,0
1.68387841,-2.242187311,2.246057204,1.356224587,-1.252226707,-1.720518508,713,0
-1.080276744,1.244658574,1.21506728,-0.812246149,-0.062306598,-0.277077972,1306,1
-3.075078731,-1.516497512,-1.668607355,0.17190714,1.103576195,3.378228149,1,0
0.443371969,-2.637919054,0.319253124,2.622455078,2.551202269,1.188443399,747,1
2.181240068,-2.280900032,0.471697078,2.992732794,-0.991189052,2.617760127,3502,1
-1.618411896,-2.896226814,3.299581555,1.411916324,1.359808992,0.900346665,2085,1
-2.555517069,-0.517085125,-0.931773343,-1.083535822,0.638363982,3.299071102,836,0
-2.456224718,-1.300668395,1.90372355,-0.329152285,0.640678341,0.325072927,1552,1
-4.968508091,-0.814306344,-0.481642861,1.81428028,1.347888899,3.772846884,3218,0
-0.307073326,-1.550695072,-4.76534958,-1.648888502,4.753762729,2.603039417,3524,0
-1.62359989,1.667150674,-1.004611802,-0.173799019,-2.276911981,0.91422704,3274,0
-2.743304348,-1.214042748,-1.989254772,-0.650297674,-0.495183534,3.849168921,1251,0
-2.65336393,-1.616297644,2.625948508,0.195550555,2.423620841,-0.194978796,1865,1
-2.684927932,-1.374554151,1.014252339,-0.083819478,1.661636915,2.814118944,578,0
-0.433011417,-1.473763868,1.062339037,0.988938696,0.219544502,2.118380707,2637,1
2.924428979,-0.928250862,-4.66314002,-0.547998692,2.730188913,1.898161594,197,1
-1.711440159,0.620783857,-0.733591501,-0.351416416,-1.095210862,1.754156022,2596,0
-2.133101288,-0.739687703,-0.748786782,0.474687947,1.771861564,1.257156655,2167,0
-2.937618954,-0.707787835,1.111767952,0.697300735,0.991532995,0.388504227,2590,0
1.30099058,-1.285592981,0.443454862,1.216461107,0.411152616,-3.548540692,3895,0
-0.815840338,-0.301607054,-0.001498001,-0.384303701,-1.081998656,2.344492477,400,1
-1.674179974,0.396477028,1.075878215,1.092842357,1.384085548,-0.199555485,316,0
-1.776972339,-1.877025092,-0.698024434,-0.246476001,2.475935508,0.0818841,3951,0
-3.976937188,-1.876774175,-0.103705872,1.482253754,-0.416406564,1.765280919,3586,0
-1.193551717,-1.484548885,-1.682801417,-0.255826272,1.888296732,1.369561333,3074,0
-4.389864451,0.185576339,2.327504128,0.949380586,2.207851054,0.288004605,3846,0
1.10364773,-3.016143154,2.019128766,1.746410622,2.761662424,-3.302013877,3637,1
-2.840872316,0.358602795,-3.130451219,-0.184855661,-0.047626658,4.057415096,128,0
0.237405908,-0.743632082,1.892783174,1.366006813,1.26545143,1.023981506,2740,1
0.099322411,-2.018287273,-1.592637735,2.015768102,-1.482077353,0.86335326,1167,0
-4.32795266,-0.870679378,-0.254843673,0.357468703,3.327595177,2.483676106,3149,0
4.490970426,-0.329475368,-1.274028186,3.159289343,4.450735119,-2.135571344,2175,1
0.944946387,-3.321490816,2.967918114,0.078198691,-0.965456653,2.648436337,406,1
-0.96138762,-1.260524287,-3.246894069,-0.754798811,-0.243771259,4.2425723,1388,0
-0.663819761,-0.801457205,0.024577009,3.526233012,1.78173561,1.010057321,2644,1
-0.062355088,-1.324635095,-1.782416628,-0.346282538,-0.937751568,0.863851426,1648,0
2.350002523,-3.968238891,-1.101896158,-2.52426432,1.596184873,1.786295441,3314,1
-0.592137016,-0.062311514,-0.523055298,2.13743587,3.075803941,-0.347275147,1714,1
-1.12376402,-1.662628406,3.388158228,2.151275882,1.799548828,-1.995137818,1052,0
2.611908541,-0.922059236,-2.196896271,3.533210216,-0.921278112,-0.015431999,3058,1
-0.458837875,-0.936624637,-0.802757694,1.559549736,0.16766578,1.917121565,267,1
1.566665946,0.868559307,-0.044273458,-0.716642918,1.768542663,-0.872781355,3568,1
0.098974981,-1.534063659,-0.40387881,3.183796452,0.13800971,-2.544187232,2188,1
-0.271070252,-2.515852845,2.342917722,0.699965346,0.356715611,1.941893883,1137,1
0.305715131,-0.481595147,-0.114756951,2.181975514,3.879569217,-3.675563415,3129,1
1.759646182,1.687754544,-1.54410097,-1.89445092,-0.808630725,1.416235265,2584,1
0.546615891,-0.900337395,-1.019420475,2.548862598,0.569765188,-1.564120354,3201,1
0.62483913,-0.786826053,0.907733248,-0.350257037,0.653573382,-1.480451415,3508,1
-2.002139587,-2.625820278,-0.908798685,-1.780175222,1.197048603,3.678592367,1911,0
0.585207822,-1.480399294,-1.530431723,1.59253166,0.2212905,-0.046626258,2997,0
-1.052877902,-3.290994071,-4.056301117,-0.709076386,-3.598392202,2.095930648,1973,0
-1.784148948,-1.101581555,0.703585651,4.190644903,2.960538584,0.014368442,2760,1
-1.244296851,0.248019952,-0.23055755,1.667680996,-2.818316838,-1.965340223,201,0
-1.286279883,1.105420521,-3.156926835,1.973857598,0.223007322,1.442712771,2569,0
-2.619934121,-2.222209762,3.210162135,3.198226854,4.005136612,-0.869893384,497,1
-0.049213489,0.006223973,-0.564329536,1.539068935,2.351554598,-2.511339401,2939,1
1.29829612,-0.333265511,-1.853063716,-0.055402475,3.748343007,-1.126858125,387,0
-1.50483579,-0.60984849,-1.535147411,1.821917704,-1.006640427,2.052719703,2365,0
-4.988465994,-0.190696332,3.451440068,-0.75969263,1.726144265,-0.085910578,1249,1
-2.343340236,-0.618778362,-0.454250555,1.197642013,1.102016695,2.853788827,2476,0
0.124122406,-1.248310169,-0.763911942,1.885789289,-1.160479836,0.645470205,208,0
3.062485208,-0.168910991,-1.458126528,3.228027575,-1.221682748,-1.766620523,2752,0
-0.903390631,-0.006481297,-1.85797724,1.905665353,-1.323631982,-0.237555458,500,0
-2.279311704,-2.127285795,-1.056731488,1.487951085,1.48048431,2.653676335,3558,0
-2.217366179,-1.667909956,3.010118131,1.283279647,1.421265031,-2.214285605,3844,0
-0.026485744,-0.799181452,-3.372003186,3.223286509,-1.319326728,0.30100296,617,0
-4.572620612,0.100533955,1.58402999,-0.55268722,-0.677374932,1.379152541,2075,0
2.509374487,-3.113597384,-2.800003752,2.152582008,-1.289594648,1.091546428,759,1
0.55052261,-0.255666433,-0.569824672,-0.502992458,-1.605193925,2.963923204,2068,1
0.113810852,-1.507470826,-2.051591429,0.42305814,1.314811985,1.935011984,808,0
-2.038784803,-1.097247988,0.533116796,2.483399249,2.832299983,0.333690419,336,1
-4.401879009,-1.880835494,-0.18552821,-1.155767962,1.51741081,2.435939123,1938,0
0.09677995,-0.619040449,1.372660497,-1.551754788,-1.48809087,1.913225169,1611,1
-0.845554468,1.63692121,-1.39745862,0.20748258,-2.826069911,-0.210229378,2111,1
1.215343488,0.454075004,-0.910714666,2.839160662,-1.286710751,-1.302087805,2231,1
-4.441796745,-1.308166634,-0.644851723,1.030750207,0.743742159,3.012145933,1088,0
-1.616073734,-0.19620202,-2.145537289,0.024236485,1.767860033,-1.738779359,728,1
-1.220395543,0.727752497,0.500212481,0.941042704,1.720316779,-1.422646164,2601,0
1.864510528,0.565854676,-1.239821336,-0.460607286,-3.684070281,3.531425966,68,1
-2.745177613,-1.104988878,1.263666254,0.992078101,0.327276517,-0.581333882,3705,0
3.144834853,-0.618456338,-1.888859712,-2.318441345,1.988406405,2.171236392,3776,1
-0.888109498,0.019708233,-1.147750073,0.062864978,0.485839444,1.332188644,427,0
0.177787063,-1.12985596,-0.274235386,3.291357335,-3.403600982,-1.136174689,2493,0
0.778343934,0.750074063,-2.106503891,0.250449703,1.194048352,-0.297126623,2888,0
-1.660132024,-0.926467905,-0.124129835,1.83162166,0.257862793,0.619933397,3493,0
0.391502374,-2.231925032,-4.272946199,-0.252954061,1.472741626,2.700868622,2136,0
-1.552466494,-1.353629812,0.298420776,-0.168358839,0.833207548,3.279510221,119,0
0.410513623,-1.073639887,0.217295221,1.095006769,-1.446178928,2.216869264,2517,1
-1.029416816,-0.315372479,1.824449963,1.232133947,0.215069127,-2.693922826,3296,0
-3.179262441,-0.88467347,0.775792358,-0.109996168,3.815630366,0.42134604,3321,0
-0.284107695,-1.754920326,1.174448898,2.289448917,1.288249759,1.153113388,2270,1
2.484381003,-1.389177574,-1.437494455,1.100872692,-1.444003721,0.938352619,2982,1
2.683861892,-4.700917185,1.40041866,1.346969161,-1.304076421,4.611424426,2489,1
-2.592618507,-0.264751368,0.600961775,-0.352739735,2.683771227,-0.698221403,3461,0
-2.263612351,2.126844821,-1.563018693,-1.675057199,0.025071265,1.927114045,2535,0
-0.560748733,-0.157070531,-1.695140995,0.454258111,1.54203353,0.351700673,3166,0
1.407604717,-1.27403814,-3.740198128,0.637889095,1.148405803,1.561490156,52,0
-0.443086638,-2.352052331,-1.479476129,1.066032559,-0.939353154,1.619963836,1503,0
-5.173834525,-0.832567425,3.814078611,-1.137651477,1.297219261,-0.634693097,992,1
3.66109756,-2.309110531,-2.734424094,3.635042845,0.37611387,3.827175636,2004,1
0.624366027,-3.762935912,-1.629942509,1.238799086,-0.401241677,0.129116588,2261,1
-0.441543324,-2.207321539,-2.668634637,0.778623519,0.189522048,3.35459343,2278,0
-5.499852228,-1.750756276,-0.640523136,0.407010888,-1.606883355,1.974734162,1723,0
-4.252103364,-1.352355773,1.092130849,1.571333506,-2.322761166,2.433554673,42,0
-1.96409995,-1.402303207,3.562095299,0.391376977,-0.84401949,1.855761818,3800,1
0.489450916,0.377926104,-2.884146172,0.50974013,-0.167083939,2.295174418,2291,0
-3.219872985,0.375194492,1.64994671,1.482105062,1.0462769,-2.201671562,3877,0
-0.886137099,-1.125871684,-0.291209868,2.596016198,1.279572658,1.261763337,2223,1
-1.30518441,-1.107092549,2.470143354,2.11895625,1.762891673,-0.022296931,2562,1
-2.625174664,-0.572031397,1.609901562,0.995255654,0.318017061,-1.18468912,3346,0
0.49702766,-4.501008255,-0.720715327,3.177121982,2.53614682,-2.032103415,3751,1
0.591232458,-0.001954662,1.195557933,1.804635255,-0.309608856,-0.344142716,3374,0
-1.415645615,-0.948497907,-0.63834242,1.537135066,1.631884351,0.143543317,3730,0
-3.853828776,-1.86823305,1.41524288,1.591272878,-0.062191189,2.390216064,3150,0
1.137548388,-0.312700661,-1.40331843,0.531703456,-0.584180107,-2.711620839,3588,0
-3.000021563,-0.47420736,1.690253883,1.534788299,1.615527086,-0.55376742,2017,1
-2.69058317,-1.314308368,0.67625093,-0.041387321,-0.074872594,1.530247544,1231,1
0.660365183,0.658653258,-0.974905706,2.124386339,0.562971319,-1.735898312,2885,1
0.969600354,-3.873654979,1.370101547,2.435082107,0.35564807,3.217242733,3441,1
2.668150812,-3.916033867,-0.074912656,-0.712558109,1.17774678,0.093916719,259,1
-3.273573184,-1.254338354,2.682546001,1.222556044,1.141515565,-0.728922858,3923,0
-1.772238544,0.446927461,-1.533814526,2.003013093,3.603647172,-0.452172972,1832,1
-2.254441392,-0.181272307,-0.374981186,-0.641099132,3.268848089,-1.137355411,3841,0
-2.663491728,-2.791736765,-1.968158211,0.220643916,1.706019629,3.889013696,3589,0
1.635803171,-0.234380763,-2.304228608,1.610400036,-1.097213746,-0.193123435,146,0
-0.376044811,-1.442831171,-0.870774069,1.296598915,-0.213573588,0.989835097,1016,0
1.648924474,1.892232711,1.23609355,0.766091055,3.402389029,-2.486629556,3990,1
-2.994520746,-0.240734541,1.273841102,-0.143859163,2.207347624,0.181570915,786,1
-1.628097854,1.296939726,-0.107772851,0.869939501,3.019096498,0.456299527,2408,0
-2.10659447,1.017836215,2.23646938,2.272230155,-1.373828907,-2.231717303,2876,0
3.096340475,-3.111850827,-4.337573445,2.325209001,2.258373221,1.142289198,1987,1
-0.425371533,1.238848345,-1.335193504,1.940137118,1.96648374,0.104978381,1275,1
-4.244443842,0.599377262,4.469807043,1.92080172,-1.350803998,-3.690634295,3905,0
-1.938235165,-2.488360249,-0.85981132,0.812293755,-2.253887188,1.480428729,1690,0
-2.228778607,-1.034194946,0.921878168,-0.161100226,2.694175463,-0.803583773,3390,0
-0.686679583,-3.020882327,-0.399128476,2.902398068,2.594570107,-3.42290737,2323,1
-0.071526396,-0.298655096,-2.200538846,1.683788192,-1.506103295,0.155929658,589,0
2.646115435,-0.449973403,-4.573946451,-0.045237912,3.849044966,1.139323078,391,0
-3.285803375,1.184246206,-2.015927409,0.57063152,2.056602881,3.359629787,2640,0
4.524771537,-0.524202989,-3.870149321,3.056191989,0.058291732,1.012686692,896,1
-0.213847524,-2.515762071,2.83923853,2.741098977,1.001383887,1.325265593,3646,1
-1.392686038,1.319073307,0.623623509,3.57094008,-1.589461558,0.202748799,398,0
3.98495812,-1.634193596,-1.989253497,0.348185924,1.886651029,1.285180255,3604,1
3.038895908,-2.665843657,-1.490830721,2.806737521,3.200184447,-1.194293931,3094,1
1.392728812,-1.563115483,-5.029715705,-0.14982309,-0.171401568,2.74581834,444,0
-0.828548862,-1.253255499,1.294462681,0.621825762,1.471996878,0.877483573,829,1
0.597812187,0.076424922,-0.111258912,0.804401457,1.382899595,-2.404551641,3779,0
-1.904318739,-1.998720664,0.949570545,1.572483221,-2.15011756,-0.628305308,1213,0
-4.034219774,-1.245914635,2.591351332,-0.146699184,1.295986743,0.677541169,708,1
1.418063913,-0.159779787,0.137654618,0.626105755,-1.481343665,-1.945741032,526,0
-0.87259228,-2.754289686,0.683718341,2.650368226,-2.916745613,-1.274902334,1380,0
-1.615191188,-2.47213566,-0.250066831,1.041213094,0.917951837,-0.45919294,3946,0
